seqname,tax_id
UniRef90_UPI0005668A14,lsd_rzo
UniRef90_A0A6P1GQF4,lsd_rzo
UniRef90_UPI00084EFA3F,lsd_rzo
UniRef90_A0A142ZBR5,lsd_rzo
UniRef90_A0A1H4NMA6,lsd_rzo
UniRef90_A0A1G8KWJ2,lsd_rzo
UniRef90_A0A286HEE8,lsd_rzo
UniRef90_A0A1H0MV96,lsd_rzo
UniRef90_UPI0010677D82,lsd_rzo
UniRef90_A0A7Y0A0X5,lsd_rzo
UniRef90_A0A1G0KDL5,lsd_rzo
UniRef90_A0A2W4MF16,lsd_rzo
UniRef90_A0A2W4RHF1,lsd_rzo
UniRef90_A0A2W4P8R9,lsd_rzo
UniRef90_UPI0015E2EF64,lsd_rzo
UniRef90_A0A3A1P0R3,lsd_rzo
UniRef90_A0A5N8AFG8,lsd_rzo
UniRef90_A0A7W6BJ49,lsd_rzo
UniRef90_UPI00101CDE1B,lsd_rzo
UniRef90_UPI00163A118E,lsd_rzo
UniRef90_A0A2W4ZDH6,lsd_rzo
UniRef90_A0A1E4MVI2,lsd_rzo
UniRef90_A0A7X1FVU0,lsd_rzo
UniRef90_A0A2V5CQ04,lsd_rzo
UniRef90_A0A561N9V3,lsd_rzo
UniRef90_A0A2W4W9V9,lsd_rzo
UniRef90_A0A2R7JF30,lsd_rzo
UniRef90_A0A7Y8MEX4,lsd_rzo
UniRef90_UPI001620F19C,lsd_rzo
UniRef90_A0A2E1XBZ5,lsd_rzo
UniRef90_A0A7V9YMF6,lsd_rzo
UniRef90_Q8RQW2,lsd_rzo
UniRef90_A0A1M3PJT6,lsd_rzo
UniRef90_A0A501PD50,lsd_rzo
UniRef90_A0A127MD85,lsd_rzo
UniRef90_A0A419MS28,lsd_rzo
UniRef90_UPI00055F41FD,lsd_rzo
UniRef90_A0A1I2MKK4,lsd_rzo
UniRef90_A0A7X1KBD5,lsd_rzo
UniRef90_A0A102DCS5,lsd_rzo
UniRef90_UPI0004036042,lsd_rzo
UniRef90_A0A102D932,lsd_rzo
UniRef90_UPI000833D6B7,lsd_rzo
UniRef90_UPI001378CCAE,lsd_rzo
UniRef90_A0A437NAY2,lsd_rzo
UniRef90_A0A1E4MWB1,lsd_rzo
UniRef90_UPI00167336AC,lsd_rzo
UniRef90_A0A0N1AGI0,lsd_rzo
UniRef90_A0A117UY49,lsd_rzo
UniRef90_A0A257G9D8,lsd_rzo
UniRef90_UPI000B4BD6B2,lsd_rzo
UniRef90_A0A4R7DPB1,lsd_rzo
UniRef90_A0A4D7DAX4,lsd_rzo
UniRef90_A0A7W6EXC1,lsd_rzo
UniRef90_A0A0N1C353,lsd_rzo
UniRef90_A0A7W0BS03,lsd_rzo
UniRef90_UPI00174D3D57,lsd_rzo
UniRef90_A0A0N1L3L8,lsd_rzo
UniRef90_A0A2S7K0S5,lsd_rzo
UniRef90_A0A501PHG0,lsd_rzo
UniRef90_A0A7C8HLQ4,lsd_rzo
UniRef90_A0A7Y9VQU1,lsd_rzo
UniRef90_A0A1M2ZLJ1,lsd_rzo
UniRef90_N1MQ11,lsd_rzo
UniRef90_F6IE05,lsd_rzo
UniRef90_A0A196MVU7,lsd_rzo
UniRef90_A0A6I5YTL3,lsd_rzo
UniRef90_A0A0J7XM48,lsd_rzo
UniRef90_A0A1H7CXJ6,lsd_rzo
UniRef90_A0A1B3MWN1,lsd_rzo
UniRef90_A0A258BZC3,lsd_rzo
UniRef90_A0A5N8AN82,lsd_rzo
UniRef90_A0A0S6WVA2,lsd_rzo
UniRef90_A0A4R1VSR2,lsd_rzo
UniRef90_A0A2V5B2U3,lsd_rzo
UniRef90_A0A4D7DJ45,lsd_rzo
UniRef90_G2IKS0,lsd_rzo
UniRef90_A0A2W4PRR8,lsd_rzo
UniRef90_A0A6I4T4D8,lsd_rzo
UniRef90_A0A420EJ05,lsd_rzo
UniRef90_UPI000F7E283C,lsd_rzo
UniRef90_A0A1Q3MDT3,lsd_rzo
UniRef90_A0A257YHR3,lsd_rzo
UniRef90_UPI0013223A4D,lsd_rzo
UniRef90_A0A6I4TVY3,lsd_rzo
UniRef90_A0A2Z5YUU8,lsd_rzo
UniRef90_A0A0T2Q8E5,lsd_rzo
UniRef90_A0A0P6WL87,lsd_rzo
UniRef90_UPI00140B756D,lsd_rzo
UniRef90_A0A6I4UTC3,lsd_rzo
UniRef90_A0A0F7KW19,lsd_rzo
UniRef90_A0A6I4SSW1,lsd_rzo
UniRef90_UPI000E765AD3,lsd_rzo
UniRef90_UPI001365E6CC,lsd_rzo
UniRef90_A0A4T3EYH7,lsd_rzo
UniRef90_UPI001368F1BB,lsd_rzo
UniRef90_A0A3A1P4P1,lsd_rzo
UniRef90_A0A1Q3M805,lsd_rzo
UniRef90_UPI000AC8F3E1,lsd_rzo
UniRef90_A0A4Q5T506,lsd_rzo
UniRef90_A0A086GQD2,lsd_rzo
UniRef90_A0A1G4VKL6,lsd_rzo
UniRef90_A0A1G0K876,lsd_rzo
UniRef90_UPI001654CA71,lsd_rzo
UniRef90_A0A117RGD1,lsd_rzo
UniRef90_UPI00068E02FF,lsd_rzo
UniRef90_M3ELQ4,lsd_rzo
UniRef90_A0A401MUX4,lsd_rzo
UniRef90_A0A2W4T1Z5,lsd_rzo
UniRef90_A0A7C2NVB5,lsd_rzo
UniRef90_A0A6I4SZ89,lsd_rzo
UniRef90_UPI00136B239D,lsd_rzo
UniRef90_UPI0013719706,lsd_rzo
UniRef90_A0A2W4MIT8,lsd_rzo
UniRef90_A0A2W4SVV2,lsd_rzo
UniRef90_A0A0R3CPV4,lsd_rzo
UniRef90_A0A521RFR7,lsd_rzo
UniRef90_A0A2W4R3M8,lsd_rzo
UniRef90_A0A6I4SV96,lsd_rzo
UniRef90_UPI00140D9BFB,lsd_rzo
UniRef90_A0A2W4PR21,lsd_rzo
UniRef90_A0A7V9YPN0,lsd_rzo
UniRef90_UPI00083350EE,lsd_rzo
UniRef90_A0A494WG47,lsd_rzo
UniRef90_A0A7W6CEG2,lsd_rzo
UniRef90_A0A7W6BEW5,lsd_rzo
UniRef90_A0A5N8ADJ6,lsd_rzo
UniRef90_A0A1U6IY49,lsd_rzo
UniRef90_A0A7G5Z3T6,lsd_rzo
UniRef90_G6EB82,lsd_rzo
UniRef90_G2IK47,lsd_rzo
UniRef90_A0A1E4MDV9,lsd_rzo
UniRef90_A0A5N8XJA5,lsd_rzo
UniRef90_A0A6P2BUF4,lsd_rzo
UniRef90_UPI0004BE4C9D,lsd_rzo
UniRef90_A0A558AG66,lsd_rzo
UniRef90_A0A5C4M270,lsd_rzo
UniRef90_A0A1I4ATJ3,lsd_rzo
UniRef90_A0A6N7HPF0,lsd_rzo
UniRef90_A0A7W7W337,lsd_rzo
UniRef90_A0A543GIB8,lsd_rzo
UniRef90_C9ZA25,lsd_rzo
UniRef90_UPI000759E35B,lsd_rzo
UniRef90_K0DU32,lsd_rzo
UniRef90_UPI00083535E9,lsd_rzo
UniRef90_D5VGA5,lsd_rzo
UniRef90_A0A0Q4BXV3,lsd_rzo
UniRef90_UPI00101C15C6,lsd_rzo
UniRef90_A0A2W4Q2P8,lsd_rzo
UniRef90_UPI0009D27DB2,lsd_rzo
UniRef90_A0A259ZX07,lsd_rzo
UniRef90_A0A1H5DQ13,lsd_rzo
UniRef90_UPI0013575DBD,lsd_rzo
UniRef90_A0A2U1T1D1,lsd_rzo
UniRef90_A0A5B9G1Z3,lsd_rzo
UniRef90_A0A0Q6JXB0,lsd_rzo
UniRef90_UPI00136F7D3E,lsd_rzo
UniRef90_A0A3D9LL76,lsd_rzo
UniRef90_UPI001412F543,lsd_rzo
UniRef90_A0A418Y5L7,lsd_rzo
UniRef90_A0A7X2Z7X5,lsd_rzo
UniRef90_UPI00178A4F4D,lsd_rzo
UniRef90_A0A260BRI0,lsd_rzo
UniRef90_A0A2W6SGJ5,lsd_rzo
UniRef90_A0A7X1G0D6,lsd_rzo
UniRef90_A0A2R7JH58,lsd_rzo
UniRef90_UPI000F8D21F1,lsd_rzo
UniRef90_A0A2E1XKE4,lsd_rzo
UniRef90_A0A7W6FRU3,lsd_rzo
UniRef90_UPI0013769321,lsd_rzo
UniRef90_UPI000B4ACD43,lsd_rzo
UniRef90_A0A6I4T482,lsd_rzo
UniRef90_A0A2Z5Z073,lsd_rzo
UniRef90_A0A0F7KSH7,lsd_rzo
UniRef90_A0A0P6WT82,lsd_rzo
UniRef90_UPI001409FD90,lsd_rzo
UniRef90_A0A4T3FAA7,lsd_rzo
UniRef90_UPI00136DEE17,lsd_rzo
UniRef90_A0A3A1PA46,lsd_rzo
UniRef90_A0A7V9YJT6,lsd_rzo
UniRef90_UPI001377144F,lsd_rzo
UniRef90_A0A4Q6FNA4,lsd_rzo
UniRef90_A0A0P6XGB9,lsd_rzo
UniRef90_A0A7W6G4S5,lsd_rzo
UniRef90_UPI001377BDFF,lsd_rzo
UniRef90_A0A1E4MUD9,lsd_rzo
UniRef90_Q52008,lsd_rzo
UniRef90_A0A1M3PY52,lsd_rzo
UniRef90_A0A7V9YJV1,lsd_rzo
UniRef90_A0A0P6WM87,lsd_rzo
UniRef90_A0A1M3HU40,lsd_rzo
UniRef90_UPI00163A6A6B,lsd_rzo
UniRef90_UPI0016159E5E,lsd_rzo
UniRef90_A0A4U1L199,lsd_rzo
UniRef90_A0A7U4J6X5,lsd_rzo
UniRef90_A0A1M2ZM24,lsd_rzo
UniRef90_A0A2K8MLF5,lsd_rzo
UniRef90_A0A0Q4J4K4,lsd_rzo
UniRef90_A0A2E9CQL7,lsd_rzo
UniRef90_A0A2E1XBW9,lsd_rzo
UniRef90_A0A2S7K388,lsd_rzo
UniRef90_UPI0004041C20,lsd_rzo
UniRef90_A0A117V1F8,lsd_rzo
UniRef90_UPI0019286153,lsd_rzo
UniRef90_A0A0M3AP88,lsd_rzo
UniRef90_UPI00135991DD,lsd_rzo
UniRef90_A0A0P6X0E9,lsd_rzo
UniRef90_A0A5N8AAS5,lsd_rzo
UniRef90_A0A1E4N0E7,lsd_rzo
UniRef90_G2IPX7,lsd_rzo
UniRef90_A0A1W7MGS1,lsd_rzo
UniRef90_UPI000566C816,lsd_rzo
UniRef90_A0A127MDE7,lsd_rzo
UniRef90_A0A534D1K5,lsd_rzo
UniRef90_A0A534C597,lsd_rzo
UniRef90_UPI000B4BF659,lsd_rzo
UniRef90_A0A1I2RW65,lsd_rzo
UniRef90_UPI00167B9D5B,lsd_rzo
UniRef90_A0A7X1F6C3,lsd_rzo
UniRef90_A0A1M3PJW7,lsd_rzo
UniRef90_G2IQT9,lsd_rzo
UniRef90_A0A419MS47,lsd_rzo
UniRef90_A0A5N8AD03,lsd_rzo
UniRef90_A0A501PCB8,lsd_rzo
UniRef90_A0A4D7DDI1,lsd_rzo
UniRef90_UPI000833A1BC,lsd_rzo
UniRef90_A0A4R7DIR0,lsd_rzo
UniRef90_A0A7W5ZWU3,lsd_rzo
UniRef90_A0A0N1L1A8,lsd_rzo
UniRef90_A0A102D917,lsd_rzo
UniRef90_A0A117V437,lsd_rzo
UniRef90_A0A0N0KBW0,lsd_rzo
UniRef90_Q2GA76,lsd_rzo
UniRef90_A0A0S6X1Y8,lsd_rzo
UniRef90_A0A0N0M2A9,lsd_rzo
UniRef90_F6IKZ4,lsd_rzo
UniRef90_A0A0T2Q8V6,lsd_rzo
UniRef90_UPI000F7D9CE6,lsd_rzo
UniRef90_A0A6I4USC0,lsd_rzo
UniRef90_A0A257YI06,lsd_rzo
UniRef90_A0A6I4T083,lsd_rzo
UniRef90_UPI000E76DA35,lsd_rzo
UniRef90_UPI001365CC24,lsd_rzo
UniRef90_UPI00103BAADF,lsd_rzo
UniRef90_A0A2Z5YUP5,lsd_rzo
UniRef90_A0A420EPU7,lsd_rzo
UniRef90_A0A0F7KTV6,lsd_rzo
UniRef90_UPI00140A06F1,lsd_rzo
UniRef90_A0A6I4T1U6,lsd_rzo
UniRef90_A0A0P6WKY6,lsd_rzo
UniRef90_A0A3A1P3B9,lsd_rzo
UniRef90_A0A3A1P6Z2,lsd_rzo
UniRef90_UPI001366398B,lsd_rzo
UniRef90_A0A4V4U8D4,lsd_rzo
UniRef90_UPI00136824B1,lsd_rzo
UniRef90_A0A1X9RT43,lsd_rzo
UniRef90_UPI0019BEC4DC,lsd_rzo
UniRef90_D5VGA0,lsd_rzo
UniRef90_A0A258C1V6,lsd_rzo
UniRef90_UPI0002E0A0DE,lsd_rzo
UniRef90_A0A013VKL2,lsd_rzo
UniRef90_A0A7W9BVA7,lsd_rzo
UniRef90_A0A560HJ52,lsd_rzo
UniRef90_A0A7X0B279,lsd_rzo
UniRef90_A0A358B4Z7,lsd_rzo
UniRef90_A0A1M5KK29,lsd_rzo
UniRef90_A0A6A7YAX3,lsd_rzo
UniRef90_UPI00054F23AE,lsd_rzo
UniRef90_A0A120DCL5,lsd_rzo
UniRef90_UPI001573CF1C,lsd_rzo
UniRef90_UPI001444FC1B,lsd_rzo
UniRef90_A0A7W6VQY4,lsd_rzo
UniRef90_A0A2E7P471,lsd_rzo
UniRef90_W1S5C2,lsd_rzo
UniRef90_A0A5R9LP89,lsd_rzo
UniRef90_UPI0013907EB4,lsd_rzo
UniRef90_A0A1V2R9H0,lsd_rzo
UniRef90_A0A6H9SX72,lsd_rzo
UniRef90_A0A658L565,lsd_rzo
UniRef90_UPI00191E999A,lsd_rzo
UniRef90_UPI00166CD21D,lsd_rzo
UniRef90_A0A7V8JP22,lsd_rzo
UniRef90_UPI00197D3122,lsd_rzo
UniRef90_A0A2S7F1V4,lsd_rzo
UniRef90_UPI0019063BCE,lsd_rzo
UniRef90_I9C1G3,lsd_rzo
UniRef90_A0A353G3X4,lsd_rzo
UniRef90_A0A2I5TAF0,lsd_rzo
UniRef90_A0A098U9C1,lsd_rzo
UniRef90_A0A1H6P3C1,lsd_rzo
UniRef90_F6A9V1,lsd_rzo
UniRef90_A0A329HDL2,lsd_rzo
UniRef90_C3JZJ5,lsd_rzo
UniRef90_A0A1C7YXE1,lsd_rzo
UniRef90_A0A0Q7A134,lsd_rzo
UniRef90_J3GP41,lsd_rzo
UniRef90_UPI00174BA3ED,lsd_rzo
UniRef90_W8QAY8,lsd_rzo
UniRef90_A0A1C1W3Z0,lsd_rzo
UniRef90_A0A0W0J8J3,lsd_rzo
UniRef90_A0A0P9XNI3,lsd_rzo
UniRef90_A0A059MUY4,lsd_rzo
UniRef90_A0A0Q7SDR1,lsd_rzo
UniRef90_UPI0019175C3D,lsd_rzo
UniRef90_A0A101RN70,lsd_rzo
UniRef90_A0A428WBA0,lsd_rzo
UniRef90_UPI00082AECF3,lsd_rzo
UniRef90_A0A0Q4C6F0,lsd_rzo
UniRef90_D5VG78,lsd_rzo
UniRef90_G1XW86,lsd_rzo
UniRef90_K0DYG1,lsd_rzo
UniRef90_A0A0F5JTR0,lsd_rzo
UniRef90_A0A6A5X7J7,lsd_rzo
UniRef90_A0A165EZR7,lsd_rzo
UniRef90_A0A0F4YRG8,lsd_rzo
UniRef90_A0A443I363,lsd_rzo
UniRef90_V5I530,lsd_rzo
UniRef90_A0A1Y2A6J0,lsd_rzo
UniRef90_A0A6A6DHN6,lsd_rzo
UniRef90_M2QWC0,lsd_rzo
UniRef90_A0A178AWQ2,lsd_rzo
UniRef90_A0A6A6RZL0,lsd_rzo
UniRef90_A0A6A5THX8,lsd_rzo
UniRef90_A0A2V1DJQ1,lsd_rzo
UniRef90_A0A2T2NQU4,lsd_rzo
UniRef90_A0A5N5JE73,lsd_rzo
UniRef90_G4N6K6,lsd_rzo
UniRef90_A0A0C4E7K1,lsd_rzo
UniRef90_J3NTE2,lsd_rzo
UniRef90_S3D0R8,lsd_rzo
UniRef90_A0A370U3T7,lsd_rzo
UniRef90_R1GS36,lsd_rzo
UniRef90_A0A0D2FPV3,lsd_rzo
UniRef90_A0A0G2ET20,lsd_rzo
UniRef90_A0A420Y5X8,lsd_rzo
UniRef90_A0A2P5HVF8,lsd_rzo
UniRef90_A0A7R7XVL4,lsd_rzo
UniRef90_A0A7H8QMC2,lsd_rzo
UniRef90_A0A135LTF7,lsd_rzo
UniRef90_A0A3E2H1B2,lsd_rzo
UniRef90_M2MYG1,lsd_rzo
UniRef90_A0A6A6CI08,lsd_rzo
UniRef90_A0A1L9U558,lsd_rzo
UniRef90_A0A6A6DPX1,lsd_rzo
UniRef90_A0A559LUV0,lsd_rzo
UniRef90_A0A166QM09,lsd_rzo
UniRef90_A0A0D1W8M9,lsd_rzo
UniRef90_A0A6A6GCB8,lsd_rzo
UniRef90_A0A4U7B229,lsd_rzo
UniRef90_A0A178D4H2,lsd_rzo
UniRef90_A0A5N5X6L0,lsd_rzo
UniRef90_A0A1L9RME4,lsd_rzo
UniRef90_A0A1L7X5G2,lsd_rzo
UniRef90_A0A2V1B9A0,lsd_rzo
UniRef90_A0A6A6DAZ7,lsd_rzo
UniRef90_UPI00144898E9,lsd_rzo
UniRef90_A0A6A6WUW0,lsd_rzo
UniRef90_A0A194W0T8,lsd_rzo
UniRef90_A0A194UMN0,lsd_rzo
UniRef90_C7ZKD6,lsd_rzo
UniRef90_A0A010QP95,lsd_rzo
UniRef90_A0A0A2K2I9,lsd_rzo
UniRef90_A0A1B8E110,lsd_rzo
UniRef90_A0A1B8C999,lsd_rzo
UniRef90_A0A094JA20,lsd_rzo
UniRef90_C7ZHL6,lsd_rzo
UniRef90_A0A0C3C124,lsd_rzo
UniRef90_V5FQW3,lsd_rzo
UniRef90_A0A094G4D8,lsd_rzo
UniRef90_A0A0D2BTU4,lsd_rzo
UniRef90_Q7S860,lsd_rzo
UniRef90_A0A4Z1EAA2,lsd_rzo
UniRef90_A0A428PNJ8,lsd_rzo
UniRef90_T0LYT8,lsd_rzo
UniRef90_A0A1C1CLV5,lsd_rzo
UniRef90_K2R1Y0,lsd_rzo
UniRef90_W9IZK2,lsd_rzo
UniRef90_A0A2J6S4Z4,lsd_rzo
UniRef90_A0A1L9R5R3,lsd_rzo
UniRef90_A0A2H3IR67,lsd_rzo
UniRef90_A0A124BYL3,lsd_rzo
UniRef90_A0A0L1JF94,lsd_rzo
UniRef90_A0A1L9V0K3,lsd_rzo
UniRef90_A0A100IIP3,lsd_rzo
UniRef90_A0A319DZ17,lsd_rzo
UniRef90_A0A395H317,lsd_rzo
UniRef90_A0A084G3T9,lsd_rzo
UniRef90_A0A3G8GBS6,lsd_rzo
UniRef90_A0A2I2FIM2,lsd_rzo
UniRef90_A0A094KTM9,lsd_rzo
UniRef90_A0A0F7TIA2,lsd_rzo
UniRef90_A0A1Q5TJW5,lsd_rzo
UniRef90_A0A1V6TU60,lsd_rzo
UniRef90_A0A5N7BKS6,lsd_rzo
UniRef90_Q0CMI5,lsd_rzo
UniRef90_A0A1U8QEL8,lsd_rzo
UniRef90_A0A319BX88,lsd_rzo
UniRef90_A0A5N6WQN6,lsd_rzo
UniRef90_A0A0U5C183,lsd_rzo
UniRef90_E2PT07,lsd_rzo
UniRef90_A0A1L9X6N7,lsd_rzo
UniRef90_A0A1L9P4P7,lsd_rzo
UniRef90_A0A0D2D1F5,lsd_rzo
UniRef90_A0A5N5D6N1,lsd_rzo
UniRef90_A0A3G8GBS9,lsd_rzo
UniRef90_A0A443HWQ8,lsd_rzo
UniRef90_A0A6A6G1L3,lsd_rzo
UniRef90_A0A2P8ADU6,lsd_rzo
UniRef90_A0A4U7AUP1,lsd_rzo
UniRef90_A0A094KRC7,lsd_rzo
UniRef90_A0A1B8D3N3,lsd_rzo
UniRef90_A0A1B8GHY5,lsd_rzo
UniRef90_A0A094EJE8,lsd_rzo
UniRef90_A0A1L7XPN0,lsd_rzo
UniRef90_A0A136IK76,lsd_rzo
UniRef90_A0A1S9RNW2,lsd_rzo
UniRef90_A0A6V8HJ11,lsd_rzo
UniRef90_A0A094B272,lsd_rzo
UniRef90_A0A2J6QT97,lsd_rzo
UniRef90_A0A6P8BFD5,lsd_rzo
UniRef90_W3WGA5,lsd_rzo
UniRef90_A0A0F4ZAK2,lsd_rzo
UniRef90_A0A0M9ESS1,lsd_rzo
UniRef90_A0A395SBT7,lsd_rzo
UniRef90_UPI00187411D5,lsd_rzo
UniRef90_A0A484F8S1,lsd_rzo
UniRef90_A0A010R0I7,lsd_rzo
UniRef90_A0A135U616,lsd_rzo
UniRef90_A0A066XEY5,lsd_rzo
UniRef90_A0A5Q4BAZ0,lsd_rzo
UniRef90_A0A4U6X1K8,lsd_rzo
